	10
gst1		0.0	0.2741284988787421	0.2889836414296707	0.0685635470540619	0.26977738415702185	0.034458101009967206	0.07772382608478852	0.3157527918934247	0.07725538812728955	0.006932513835296211
gst2		0.2741284988787421	0.0	0.08708482943506379	0.41491946672827595	0.1270862684161591	0.05397463157002023	0.13819848809997295	0.04809196372033154	0.8045084634775614	0.5885071471595306
gst3		0.2889836414296707	0.0685635470540619	0.0	0.5649625395186881	0.5937798706449648	0.5637946418947453	0.6447367443303486	0.19534686036179114	0.10534283022114463	0.1438081221255607
gst4		0.26977738415702185	0.034458101009967206	0.07772382608478852	0.0	0.08601691271309234	0.1577256487482904	0.21752109717739104	0.7659001689409115	0.24398035082787803	0.08472599818410384
gst5		0.3157527918934247	0.07725538812728955	0.006932513835296211	0.08708482943506379	0.0	0.08141501401699053	0.06888470507488033	0.09005679455528932	0.14484944110769735	0.5492672606068913
gst6		0.41491946672827595	0.1270862684161591	0.05397463157002023	0.13819848809997295	0.04809196372033154	0.0	0.1207970016605601	0.7026136047131326	0.2099331818195532	0.22754935167431545
gst7		0.8045084634775614	0.5885071471595306	0.5649625395186881	0.5937798706449648	0.5637946418947453	0.6447367443303486	0.0	0.2414668431893661	0.22384272313904102	0.26195573621905066
gst8		0.19534686036179114	0.10534283022114463	0.1438081221255607	0.08601691271309234	0.1577256487482904	0.21752109717739104	0.7659001689409115	0.0	0.5419381605669176	0.32613149549945686
gst9		0.24398035082787803	0.08472599818410384	0.08141501401699053	0.06888470507488033	0.09005679455528932	0.14484944110769735	0.5492672606068913	0.1207970016605601	0.0	0.27098765006188724
gst10		0.7026136047131326	0.2099331818195532	0.22754935167431545	0.2414668431893661	0.22384272313904102	0.26195573621905066	0.5419381605669176	0.32613149549945686	0.27098765006188724	0.0
